ranking_year,ranking_category,institute_id,institute_name,city,state,score,rank
2023,Dental,IR-N-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,84.08,1
2023,Dental,IR-N-C-7254,"Manipal College of Dental Sciences, Manipal",Manipal,Karnataka,77.51,2
2023,Dental,IR-N-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,73.08,3
2023,Dental,IR-N-C-28507,Maulana Azad Institute of Dental Sciences,Delhi,Delhi,70.96,4
2023,Dental,IR-N-C-19320,A.B.Shetty Memorial Institute of Dental Sciences,Mangaluru,Karnataka,69.21,5
2023,Dental,IR-N-N-352,SRM Dental College,Chennai,Tamil Nadu,67.02,6
2023,Dental,IR-N-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,63.96,7
2023,Dental,IR-N-C-7240,"Manipal College of Dental Sciences, Mangalore",Mangalore,Karnataka,62.44,8
2023,Dental,IR-N-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,61.56,9
2023,Dental,IR-N-U-0108,"Jamia Millia Islamia,New Delhi",New Delhi,Delhi,61.14,10
2023,Dental,IR-N-C-35008,JSS Dental College and Hospital,Mysuru,Karnataka,60.06,11
2023,Dental,IR-N-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,59.82,12
2023,Dental,IR-N-C-30756,Postgraduate Institute of Dental Sciences,Rohtak,Haryana,59.66,13
2023,Dental,IR-N-U-0724,M.S. Ramaiah University of Applied Sciences,Bangalore,Karnataka,58.99,14
2023,Dental,IR-N-C-14033,"Govt. Dental College, Nagpur",Nagpur,Maharashtra,58.87,15
2023,Dental,IR-N-U-0465,Meenakshi Academy of Higher Education and Research,Chennai,Tamil Nadu,58.31,16
2023,Dental,IR-N-U-0295,Datta Meghe Institute of Higher Education and Research,Wardha,Maharashtra,57.63,17
2023,Dental,IR-N-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,56.05,18
2023,Dental,IR-N-N-153,Nair Hospital Dental College,Mumbai,Maharashtra,55.7,19
2023,Dental,IR-N-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,55.68,20
2023,Dental,IR-N-C-5910,Government Dental College,Ahmedabad,Gujarat,55.62,21
2023,Dental,IR-N-N-238,SDM College of Dental Sciences & Hospital,Dharwad,Karnataka,55.29,22
2023,Dental,IR-N-U-0461,Dr. M. G. R. Educational and Research Institute,Chennai,Tamil Nadu,55.15,23
2023,Dental,IR-N-C-40178,"Government Dental College, Bangalore",Bangalore,Karnataka,54.94,24
2023,Dental,IR-N-C-48122,Government Dental College,Thiruvananthapuram,Kerala,54.49,25
2023,Dental,IR-N-C-30570,"Vishnu Dental College, Bheemavaram",Bhimavaram,Andhra Pradesh,54.41,26
2023,Dental,IR-N-C-45605,Chettinad Dental College and Research Institute,Kelambakkam,Tamil Nadu,53.9,27
2023,Dental,IR-N-C-8528,Yenepoya Dental College,Mangaluru,Karnataka,53.77,28
2023,Dental,IR-N-C-13829,"Govt. Dental College, Mumbai",Mumbai,Maharashtra,53.09,29
2023,Dental,IR-N-C-29150,Christian Dental College,Ludhiana,Punjab,52.84,30
2023,Dental,IR-N-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,52.83,31
2023,Dental,IR-N-C-29701,"Govt. Dental College, Indore",Indore,Madhya Pradesh,51.63,32
2023,Dental,IR-N-N-73,Army College of Dental Sciences,Secunderabad,Telangana,51.53,33
2023,Dental,IR-N-U-0078,Panjab University,Chandigarh,Chandigarh,51.21,34
2023,Dental,IR-N-C-24504,KLE Vishwanath Katti Institute of Dental Sciences,Belgaum,Karnataka,50.62,35
2023,Dental,IR-N-C-40193,Bapuji Dental College & Hospital,Davangere,Karnataka,50.52,36
2023,Dental,IR-N-C-5911,Karnavati University,Gandhinagar,Gujarat,49.87,37
2023,Dental,IR-N-U-0321,"Padmashree Dr. D. Y. Patil Vidyapeeth, Mumbai",Mumbai,Maharashtra,49.69,38
2023,Dental,IR-N-C-35422,Bharati Vidyapeeth (Deemed to be University) Dental College and Hospital,Pune,Maharashtra,49.48,39
2023,Dental,IR-N-C-49744,Saraswati Dental College & Hospital,Lucknow,Uttar Pradesh,49.32,40
2023,Medical,IR-D-N-15,"All India Institute of Medical Sciences, Delhi",New Delhi,Delhi,94.32,1
2023,Medical,IR-D-U-0079,Post Graduate Institute of Medical Education and Research,Chandigarh,Chandigarh,81.1,2
2023,Medical,IR-D-C-45654,Christian Medical College,Vellore,Tamil Nadu,75.29,3
2023,Medical,IR-D-U-0236,National Institute of Mental Health & Neuro Sciences,Bangalore,Karnataka,72.46,4
2023,Medical,IR-D-U-0368,Jawaharlal Institute of Post Graduate Medical Education & Research,Puducherry,Puducherry,72.1,5
2023,Medical,IR-D-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,70.84,6
2023,Medical,IR-D-N-33,Sanjay Gandhi Postgraduate Institute of Medical Sciences,Lucknow,Uttar Pradesh,69.62,7
2023,Medical,IR-D-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,68.75,8
2023,Medical,IR-D-C-7242,"Kasturba Medical College, Manipal",Manipal,Karnataka,66.19,9
2023,Medical,IR-D-U-0266,Sree Chitra Tirunal Institute for Medical Sciences and Technology,Thiruvananthapuram,Kerala,65.24,10
2023,Medical,IR-D-C-49008,Madras Medical College & Government General Hospital,Chennai,Tamil Nadu,64.43,11
2023,Medical,IR-D-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,63.93,12
2023,Medical,IR-D-U-0689,All India Institute of Medical Sciences Jodhpur,Jodhpur,Rajasthan,62.43,13
2023,Medical,IR-D-C-32922,Vardhman Mahavir Medical College & Safdarjung Hospital,New Delhi,Delhi,61.73,14
2023,Medical,IR-D-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,61.35,15
2023,Medical,IR-D-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,60.66,16
2023,Medical,IR-D-U-0688,All India Institute of Medical Sciences Bhubaneswar,Khordha,Odisha,60.65,17
2023,Medical,IR-D-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,60.61,18
2023,Medical,IR-D-C-40453,St. John's Medical College,Bengaluru,Karnataka,60.49,19
2023,Medical,IR-D-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,60.47,20
2023,Medical,IR-D-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,60.44,21
2023,Medical,IR-D-U-0691,"All India Institute of Medical Sciences, Rishikesh",Rishikesh,Uttarakhand,60.06,22
2023,Medical,IR-D-U-0106,Institute of Liver and Biliary Sciences,New Delhi,Delhi,59.59,23
2023,Medical,IR-D-C-16428,Institute of Post Graduate Medical Education & Research,Kolkata,West Bengal,58.49,24
2023,Medical,IR-D-U-0295,Datta Meghe Institute of Higher Education and Research,Wardha,Maharashtra,58.48,25
2023,Medical,IR-D-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,57.39,26
2023,Medical,IR-D-U-0686,"All India Institute of Medical Sciences, Patna",Patna,Bihar,57.3,27
2023,Medical,IR-D-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,56.92,28
2023,Medical,IR-D-U-0107,Jamia Hamdard,New Delhi,Delhi,56.36,29
2023,Medical,IR-D-C-7251,"Kasturba Medical College, Mangalore",Mangalore,Karnataka,56.3,30
2023,Medical,IR-D-C-22461,Lady Hardinge Medical College,New Delhi,Delhi,55.78,31
2023,Medical,IR-D-C-29442,Govt. Medical College & Hospital,Chandigarh,Chandigarh,55.34,32
2023,Medical,IR-D-C-6414,Maulana Azad Medical College,Delhi,Delhi,55.34,32
2023,Medical,IR-D-U-0168,Maharishi Markandeshwar,Ambala,Haryana,54.87,34
2023,Medical,IR-D-C-29255,Dayanand Medical College,Ludhiana,Punjab,54.75,35
2023,Medical,IR-D-I-1409,University College of Medical Sciences,Delhi,Delhi,54.68,36
2023,Medical,IR-D-C-35009,"JSS Medical College, Mysore",Mysore,Karnataka,54.13,37
2023,Medical,IR-D-U-0687,All India Institute of Medical Sciences Bhopal,Bhopal,Madhya Pradesh,53.94,38
2023,Medical,IR-D-U-0690,All India Institute of Medical Sciences Raipur,Raipur,Chhattisgarh,53.92,39
2023,Medical,IR-D-C-45515,PSG Institute of Medical Sciences & Research,Coimbatore,Tamil Nadu,53.68,40
2023,Medical,IR-D-C-5838,Gujarat Cancer & Research Institute,Ahmadabad,Gujarat,52.61,41
2023,Medical,IR-D-C-29209,"Christian Medical College, Brown Road, Ludhiana",Ludhiana,Punjab,52.46,42
2023,Medical,IR-D-C-40345,M. S. Ramaiah Medical College,Bengaluru,Karnataka,52.44,43
2023,Medical,IR-D-C-48124,Government Medical College Thiruvananthapuram,Thiruvananthapuram,Kerala,51.91,44
2023,Medical,IR-D-C-16424,Medical College,Kolkata,West Bengal,51.17,45
2023,Medical,IR-D-N-17,Sawai Man Singh Medical College,Jaipur,Rajasthan,51.12,46
2023,Medical,IR-D-C-47762,Mahatma Gandhi Medical College and Research Institute,Puducherry,Puducherry,50.86,47
2023,Medical,IR-D-U-0451,Chettinad Academy of Research and Education,"Kelambakkam, Chengalpattu District",Tamil Nadu,50.72,48
2023,Medical,IR-D-C-30767,"Pt. B.D.Sharma, PGIMS",Rohtak,Haryana,49.73,49
2023,Medical,IR-D-C-6051,B. J. Medical College,Ahmadabad,Gujarat,49.71,50
2023,Management,IR-M-S-8890,Indian Institute of Management Ahmedabad,Ahmedabad,Gujarat,83.2,1
2023,Management,IR-M-S-8903,Indian Institute of Management Bangalore,Bengaluru,Karnataka,80.89,2
2023,Management,IR-M-S-8909,Indian Institute of Management Kozhikode,Kozhikode,Kerala,76.48,3
2023,Management,IR-M-S-8972,Indian Institute of Management Calcutta,Kolkata,West Bengal,75.53,4
2023,Management,IR-M-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,74.14,5
2023,Management,IR-M-S-8959,Indian Institute of Management Lucknow,Lucknow,Uttar Pradesh,74.11,6
2023,Management,IR-M-S-8931,"National Institute of Industrial Engineering, Mumbai",Mumbai,Maharashtra,71.99,7
2023,Management,IR-M-S-8918,Indian Institute of Management Indore,Indore,Madhya Pradesh,71.95,8
2023,Management,IR-M-S-132,XLRI-Xavier School of Management,Jamshedpur,Jharkhand,70.75,9
2023,Management,IR-M-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,68.11,10
2023,Management,IR-M-S-8868,Indian Institute of Management Raipur,Raipur,Chhattisgarh,66.18,11
2023,Management,IR-M-S-8895,Indian Institute of Management Rohtak,Rohtak,Haryana,65.88,12
2023,Management,IR-M-I-1170,Management Development Institute,Gurugram,Haryana,64.88,13
2023,Management,IR-M-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,63.92,14
2023,Management,IR-M-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,62.83,15
2023,Management,IR-M-S-8942,Indian Institute of Management Udaipur,Udaipur,Rajasthan,62.78,16
2023,Management,IR-M-C-19343,Symbiosis Institute of Business Management,Pune,Maharashtra,62.74,17
2023,Management,IR-M-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,62.14,18
2023,Management,IR-M-S-8967,Indian Institute of Management Kashipur,Kashipur,Uttarakhand,61.07,19
2023,Management,IR-M-I-1044,S.P. Jain Institute of Management & Research,Mumbai,Maharashtra,60.91,20
2023,Management,IR-M-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,60.84,21
2023,Management,IR-M-S-8948,Indian Institute of Management Tiruchirappalli,Tiruchirappalli,Tamil Nadu,60.83,22
2023,Management,IR-M-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,60.63,23
2023,Management,IR-M-S-8904,Indian Institute of Management Ranchi,Ranchi,Jharkhand,59.99,24
2023,Management,IR-M-U-0108,"Jamia Millia Islamia,New Delhi",New Delhi,Delhi,59.78,25
2023,Management,IR-M-S-8937,Indian Institute of Management Shillong,Shillong,Meghalaya,59.12,26
2023,Management,IR-M-U-0102,Indian Institute of Foreign Trade,New Delhi,Delhi,58.6,27
2023,Management,IR-M-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,58.56,28
2023,Management,IR-M-U-1007,Indian Institute of Management Visakhapatnam,Visakhapatnam,Andhra Pradesh,57.57,29
2023,Management,IR-M-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,57.02,30
2023,Management,IR-M-N-16,Great Lakes Institute of Management,Chennai,Tamil Nadu,56.62,31
2023,Management,IR-M-U-0379,Lovely Professional University,Phagwara,Punjab,56.44,32
2023,Management,IR-M-S-87,Goa Institute of Management,Sanquelim,Goa,56.28,33
2023,Management,IR-M-I-1064,International Management Institute,New Delhi,Delhi,56.05,34
2023,Management,IR-M-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,56.01,35
2023,Management,IR-M-U-0747,Chandigarh University,Mohali,Punjab,55.98,36
2023,Management,IR-M-S-14875,MICA,Ahmedabad,Gujarat,55.47,37
2023,Management,IR-M-S-394,"Institute of Management Technology, Ghaziabad",Ghaziabad,Uttar Pradesh,55.26,38
2023,Management,IR-M-U-0564,UPES,Dehradun,Uttarakhand,54.83,39
2023,Management,IR-M-U-0012,"ICFAI Foundation for Higher Education, Hyderabad",Hyderabad,Telangana,54.29,40
2023,Management,IR-M-U-1004,Indian Institute of Management Jammu (IIMJ),Jammu,Jammu and Kashmir,54.17,41
2023,Management,IR-M-S-156,T. A. Pai Management Institute Manipal,Manipal,Karnataka,53.48,42
2023,Management,IR-M-S-15962,Indian Institute of Management,Nagpur,Maharashtra,53.41,43
2023,Management,IR-M-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,52.64,44
2023,Management,IR-M-C-56616,K J Somaiya Institute of Management Studies and Research,Mumbai Suburban,Maharashtra,52.14,45
2023,Management,IR-M-U-0715,XIM University,Bhubaneswar,Odisha,52.09,46
2023,Management,IR-M-S-3283,Jaipuria Institute of Management,Noida,Uttar Pradesh,51.81,47
2023,Management,IR-M-S-354,Birla Institute of Management Technology,Greater Noida,Uttar Pradesh,51.74,48
2023,Management,IR-M-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,51.67,49
2023,Management,IR-M-U-0439,Anna University,Chennai,Tamil Nadu,51.67,49
2023,Management,IR-M-S-16881,"Indian Institute of Management, Amritsar",Amritsar,Punjab,51.3,51
2023,Management,IR-M-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,51.29,52
2023,Management,IR-M-U-1006,Indian Institute of Management Bodh Gaya,Gaya,Bihar,51.28,53
2023,Management,IR-M-S-92,Institute of Rural Management Anand,Anand,Gujarat,51.19,54
2023,Management,IR-M-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,51.18,55
2023,Management,IR-M-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,51.07,56
2023,Management,IR-M-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,51.03,57
2023,Management,IR-M-S-6,Indian Institute of Management Sambalpur,Sambalpur,Odisha,50.9,58
2023,Management,IR-M-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,50.78,59
2023,Management,IR-M-U-0217,Christ University,Bengaluru,Karnataka,50.69,60
2023,Management,IR-M-U-0146,Nirma University,Ahmedabad,Gujarat,50.04,61
2023,Management,IR-M-S-17295,"Great Lakes Institute of Management,Gurgaon",Gurgaon,Haryana,49.95,62
2023,Management,IR-M-I-1066,Fore School of Management,New Delhi,Delhi,49.85,63
2023,Management,IR-M-U-0373,Chitkara  University,Rajpura,Punjab,49.8,64
2023,Management,IR-M-U-0555,Graphic Era University,Dehradun,Uttarakhand,49.77,65
2023,Management,IR-M-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,49.71,66
2023,Management,IR-M-I-1124,International Management Institute,Bhubaneswar,Odisha,49.3,67
2023,Management,IR-M-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,49.13,68
2023,Management,IR-M-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,48.98,69
2023,Management,IR-M-I-1408,International Management Institute,Kolkata,West Bengal,48.43,70
2023,Management,IR-M-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,48.34,71
2023,Management,IR-M-U-0735,BML Munjal University,Gurgaon,Haryana,48.27,72
2023,Management,IR-M-C-34129,Principal L N Welingkar Institute of Management Development and Research,Mumbai,Maharashtra,48.21,73
2023,Management,IR-M-I-1238,Krea University,"Sri City, Chittoor",Andhra Pradesh,48,74
2023,Management,IR-M-U-0263,National Institute of Technology Calicut,Kozhikode,Kerala,47.99,75
2023,Management,IR-M-S-14565,National Institute of Bank Management,Pune,Maharashtra,47.08,76
2023,Management,IR-M-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,46.96,77
2023,Management,IR-M-U-0498,Babasheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,46.61,78
2023,Management,IR-M-U-0749,Manipal University Jaipur,Jaipur,Rajasthan,46.23,79
2023,Management,IR-M-S-309,Jaipuria Institute of Management,Jaipur,Rajasthan,46.15,80
2023,Management,IR-M-U-0155,"Amity University Haryana, Gurgaon",Gurugram,Haryana,46.07,81
2023,Management,IR-M-U-0078,Panjab University,Chandigarh,Chandigarh,46.05,82
2023,Management,IR-M-S-164,Rajagiri Business School,Cochin,Kerala,46.03,83
2023,Management,IR-M-I-1132,Institute of Management Technology,Hyderabad,Telangana,45.78,84
2023,Management,IR-M-U-0223,"Jain university,Bangalore",Bengaluru,Karnataka,45.63,85
2023,Management,IR-M-N-4,Bharathidasan Institute of Management,Tiruchirappalli,Tamil Nadu,45.59,86
2023,Management,IR-M-U-0213,Alliance University,Bengaluru,Karnataka,45.55,87
2023,Management,IR-M-C-32855,Jagan Institute of Management Studies,Delhi,Delhi,45.54,88
2023,Management,IR-M-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,45.44,89
2023,Management,IR-M-C-36557,Thiagarajar School of Management,Madurai,Tamil Nadu,44.79,90
2023,Management,IR-M-U-0643,Galgotias University,Gautam Budh Nagar,Uttar Pradesh,44.3,91
2023,Management,IR-M-S-419,Jaipuria Institute of Management,Lucknow,Uttar Pradesh,44.22,92
2023,Management,IR-M-U-0056,Tezpur University,Tezpur,Assam,44.01,93
2023,Management,IR-M-U-0147,Pandit Deendayal Energy University,Gandhinagar,Gujarat,43.92,94
2023,Management,IR-M-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,43.84,95
2023,Management,IR-M-U-0107,Jamia Hamdard,New Delhi,Delhi,43.74,96
2023,Management,IR-M-S-14553,National Institute of Agricultural Extension Management,Hyderabad,Telangana,43.47,97
2023,Management,IR-M-S-15911,Indian Institute of Management,Sirmaur,Himachal Pradesh,43.26,98
2023,Management,IR-M-C-32887,New Delhi Institute Of Management,Delhi,Delhi,42.61,99
2023,Management,IR-M-U-0162,Guru Jambheshwar University of Science and Technology,Hisar,Haryana,42.13,100
2023,University,IR-O-U-0220,Indian Institute of Science,Bengaluru,Karnataka,83.16,1
2023,University,IR-O-U-0109,Jawaharlal Nehru University,New Delhi,Delhi,68.92,2
2023,University,IR-O-U-0108,Jamia Millia Islamia,New Delhi,Delhi,67.73,3
2023,University,IR-O-U-0575,Jadavpur University,Kolkata,West Bengal,66.07,4
2023,University,IR-O-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,65.85,5
2023,University,IR-O-U-0234,Manipal Academy of Higher Education-Manipal,Manipal,Karnataka,64.98,6
2023,University,IR-O-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,64.67,7
2023,University,IR-O-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,64.33,8
2023,University,IR-O-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,63.88,9
2023,University,IR-O-U-0042,University of Hyderabad,Hyderabad,Telangana,62.09,10
2023,University,IR-O-U-0120,University of Delhi,Delhi,Delhi,61.45,11
2023,University,IR-O-U-0570,Calcutta University,Kolkata,West Bengal,61.14,12
2023,University,IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,60.98,13
2023,University,IR-O-U-0439,Anna University,Chennai,Tamil Nadu,60.48,14
2023,University,IR-O-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,60.33,15
2023,University,IR-O-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,60.09,16
2023,University,IR-O-U-0304,Homi Bhabha National Institute,Mumbai,Maharashtra,59.31,17
2023,University,IR-O-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,58.73,18
2023,University,IR-O-U-0323,Savitribai Phule Pune University,Pune,Maharashtra,58.31,19
2023,University,IR-O-U-0391,Birla Institute of Technology  & Science -Pilani,Pilani,Rajasthan,58,20
2023,University,IR-O-U-0447,Bharathiar University,Coimbatore,Tamil Nadu,57.82,21
2023,University,IR-O-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,57.32,22
2023,University,IR-O-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,57.06,23
2023,University,IR-O-U-0260,Kerala University,Thiruvananthapuram,Kerala,55.5,24
2023,University,IR-O-U-0078,Panjab University,Chandigarh,Chandigarh,54.86,25
2023,University,IR-O-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,54.71,26
2023,University,IR-O-U-0747,Chandigarh University,Mohali,Punjab,54.63,27
2023,University,IR-O-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,54.52,28
2023,University,IR-O-U-0458,Kalasalingam Academy of Research and Education,Srivilliputtur,Tamil Nadu,53.76,29
2023,University,IR-O-U-0435,Alagappa University,Karaikudi,Tamil Nadu,53.53,30
2023,University,IR-O-U-0262,"Mahatma Gandhi University, Kottayam",Kottayam,Kerala,53.44,31
2023,University,IR-O-U-0329,Symbiosis International,Pune,Maharashtra,53.13,32
2023,University,IR-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,53.08,33
2023,University,IR-O-U-0222,JSS Academy of Higher Education and Research,Mysuru,Karnataka,52.88,34
2023,University,IR-O-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,52.78,35
2023,University,IR-O-U-0027,Osmania University,Hyderabad,Telangana,52.67,36
2023,University,IR-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,52.33,37
2023,University,IR-O-U-0379,Lovely Professional University,Phagwara,Punjab,52.3,38
2023,University,IR-O-U-0295,Datta Meghe Institute of Higher Education and Research,Wardha,Maharashtra,51.92,39
2023,University,IR-O-U-0098,Delhi Technological University,New Delhi,Delhi,51.49,40
2023,University,IR-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,51.48,41
2023,University,IR-O-U-0498,Babasheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,51.27,42
2023,University,IR-O-U-0006,"Andhra University, Visakhapatnam",Visakhapatnam,Andhra Pradesh,51.04,43
2023,University,IR-O-U-0235,Mysore University,Mysuru,Karnataka,50.82,44
2023,University,IR-O-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,50.63,45
2023,University,IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,50.62,46
2023,University,IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,50.31,47
2023,University,IR-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,50.19,48
2023,University,IR-O-U-0107,Jamia Hamdard,New Delhi,Delhi,49.85,49
2023,University,IR-O-I-1357,University of Madras,Chennai,Tamil Nadu,49.5,50
2023,University,IR-O-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,49.26,51
2023,University,IR-O-U-0564,UPES,Dehradun,Uttarakhand,49.1,52
2023,University,IR-O-U-0463,Madurai Kamaraj University,Madurai,Tamil Nadu,48.95,53
2023,University,IR-O-U-0381,"Punjab Agricultural University, Ludhiana",Ludhiana,Punjab,48.74,54
2023,University,IR-O-U-0555,Graphic Era University,Dehradun,Uttarakhand,48.69,55
2023,University,IR-O-U-0318,Mumbai University,Mumbai,Maharashtra,48.63,56
2023,University,IR-O-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,48.61,57
2023,University,IR-O-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,48.6,58
2023,University,IR-O-U-0470,Periyar University,Salem,Tamil Nadu,48.3,59
2023,University,IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,48.18,60
2023,University,IR-O-U-0136,Gujarat University,Ahmedabad,Gujarat,47.82,61
2023,University,IR-O-U-0642,Shiv Nadar University,Gautam Buddha Nagar,Uttar Pradesh,47.69,62
2023,University,IR-O-U-0195,University of Jammu,Jammu,Jammu and Kashmir,47.58,63
2023,University,IR-O-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,47.58,63
2023,University,IR-O-U-0239,NITTE,Mangaluru,Karnataka,47.07,65
2023,University,IR-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,46.91,66
2023,University,IR-O-U-0217,Christ University,Bengaluru,Karnataka,46.88,67
2023,University,IR-O-U-0223,"Jain university,Bangalore",Bengaluru,Karnataka,46.85,68
2023,University,IR-O-U-0056,Tezpur University,Tezpur,Assam,46.7,69
2023,University,IR-O-U-0251,"Calicut University, Thenhipalem, Malapuram",Malappuram,Kerala,46.56,70
2023,University,IR-O-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,46.12,71
2023,University,IR-O-U-0485,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,46.02,72
2023,University,IR-O-U-0190,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,45.76,73
2023,University,IR-O-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,45.45,74
2023,University,IR-O-U-0043,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,45.4,75
2023,University,IR-O-U-0345,Mizoram University,Aizawl,Mizoram,45.18,76
2023,University,IR-O-U-0370,Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus,Puducherry,Puducherry,45.14,77
2023,University,IR-O-U-0168,Maharishi Markandeshwar,Ambala,Haryana,45.09,78
2023,University,IR-O-U-0554,"G.B. Pant Universtiy of Agriculture and Technology, Pantnagar",Pantnagar,Uttarakhand,45.02,79
2023,University,IR-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,44.95,80
2023,University,IR-O-U-0444,Avinashilingam Institute for Home Science & Higher Education for Women,Coimbatore,Tamil Nadu,44.92,81
2023,University,IR-O-U-0451,Chettinad Academy of Research and Education,"Kelambakkam, Chengalpattu District",Tamil Nadu,44.88,82
2023,University,IR-O-U-0464,"Manonmaniam Sundaranar University, Tirunelveli",Tirunelveli,Tamil Nadu,44.85,83
2023,University,IR-O-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,44.52,84
2023,University,IR-O-U-0250,Yenepoya University,Mangaluru,Karnataka,44.2,85
2023,University,IR-O-U-0569,The University of Burdwan,Bardhaman,West Bengal,44.16,86
2023,University,IR-O-U-0541,Sharda University,Greater Noida,Uttar Pradesh,44.11,87
2023,University,IR-O-U-0052,Gauhati University,Guwahati,Assam,44.1,88
2023,University,IR-O-U-0449,Central University of Tamil Nadu,Tiruvarur,Tamil Nadu,44.09,89
